region,CHR,start,end,cglist,nprobes
Chr1:46940325-46940516,1,46940325,46940516,cg21692450;cg16273620;cg02042310;cg00346985,4
Chr1:46951291-46951683,1,46951291,46951683,cg03311232;cg19807257;cg03401357;cg19375537;cg04752042,5
Chr1:46954754-46954941,1,46954754,46954941,cg22697864;cg16634661;cg23730906,3
Chr1:46958475-46958856,1,46958475,46958856,cg27564123;cg18164611;cg22604316;cg14914422,4
Chr1:46999211-46999348,1,46999211,46999348,cg25110126;cg04275806;cg02958895,3
Chr1:47009527-47009809,1,47009527,47009809,cg06995548;cg06660332;cg24465685,3
Chr1:47010056-47010223,1,47010056,47010223,cg00514268;cg14415160;cg17291907;cg13353942,4
Chr1:47697429-47697663,1,47697429,47697663,cg10961841;cg09135016;cg19247124;cg01418261,4
Chr1:47697948-47698126,1,47697948,47698126,cg25764899;cg04363624;cg02241397;cg10121601,4
Chr1:47909931-47910239,1,47909931,47910239,cg24525176;cg13167730;cg13674174;cg03499234,4
Chr1:47910843-47911019,1,47910843,47911019,cg06829686;cg00203284;cg20284629,3
Chr1:47911336-47911508,1,47911336,47911508,cg13936452;cg06531379;cg26864230,3
Chr1:47915553-47915951,1,47915553,47915951,cg03119043;cg18017482;cg00256155;cg22606303;cg04908380;cg07870914,6
Chr1:47973566-47973951,1,47973566,47973951,cg11585805;cg18036569;cg14287868;cg06187843;cg16818909;cg19628758,6
Chr1:47974153-47974278,1,47974153,47974278,cg05040441;cg10582749;cg17243193,3
Chr1:47998999-47999163,1,47998999,47999163,cg11856897;cg02486904;cg22524657,3
Chr1:48175984-48176281,1,48175984,48176281,cg01260146;cg02364551;cg18973011;cg00807959,4
Chr1:48190979-48191126,1,48190979,48191126,cg16064054;cg25018801;cg08275015,3
Chr1:48459813-48460182,1,48459813,48460182,cg15001714;cg18810244;cg10888878;cg22079120;cg20597127,5
Chr1:48463105-48463304,1,48463105,48463304,cg14975138;cg10762109;cg26930643,3
Chr1:48964315-48964416,1,48964315,48964416,cg27113430;cg07516023;cg03552597,3
Chr1:50688801-50688886,1,50688801,50688886,cg12914649;cg21204397;cg27542488,3
Chr1:50791890-50792211,1,50791890,50792211,cg15723066;cg17768170;cg27447254;cg13451431,4
Chr1:50798944-50799316,1,50798944,50799316,cg24397815;cg17745088;cg04327598;cg08375866;cg23219859,5
Chr1:50891195-50891456,1,50891195,50891456,cg14977066;cg13941830;cg16598600,3
Chr1:50892511-50892794,1,50892511,50892794,cg10375890;cg19810598;cg04023996,3
Chr1:50893067-50893226,1,50893067,50893226,cg01486262;cg13368519;cg22627293,3
Chr1:50893730-50893984,1,50893730,50893984,cg15926776;cg25281186;cg21807522,3
Chr1:50896185-50896251,1,50896185,50896251,cg10200388;cg04166042;cg09275956,3
Chr1:51443114-51443457,1,51443114,51443457,cg07314186;cg26219095;cg27433451;cg13460944;cg00570896;cg08545574,6
Chr1:51443952-51443992,1,51443952,51443992,cg06096824;cg06011285;cg19719311,3
Chr1:51655690-51655986,1,51655690,51655986,cg26163381;cg00586225;cg11147940,3
Chr1:52060452-52060542,1,52060452,52060542,cg12793113;cg26863891;cg17474650,3
Chr1:53551224-53551427,1,53551224,53551427,cg22118858;cg08979197;cg15844936;cg21915033,4
Chr1:53814983-53815013,1,53814983,53815013,cg06836483;cg06861266;cg27216709,3
Chr1:53834424-53834586,1,53834424,53834586,cg24375490;cg25567227;cg22911571,3
Chr1:54203548-54203844,1,54203548,54203844,cg05927190;cg17786642;cg04306024,3
Chr1:54204112-54204517,1,54204112,54204517,cg01868405;cg08657361;cg20275889;cg02237319;cg20149137,5
Chr1:54470076-54470401,1,54470076,54470401,cg07800079;cg06603834;cg22814417,3
Chr1:54587182-54587428,1,54587182,54587428,cg21785067;cg05364767;cg03586803,3
Chr1:54881861-54881929,1,54881861,54881929,cg15816062;cg15297841;cg13976259;cg14630394,4
Chr1:54940382-54940702,1,54940382,54940702,cg00782828;cg12078320;cg19756821,3
Chr1:54964993-54965458,1,54964993,54965458,cg11985186;cg10499176;cg20808893;cg13541961;cg06897860,5
Chr1:55007670-55007736,1,55007670,55007736,cg16509577;cg09253316;cg13941374;cg06175825,4
Chr1:55008028-55008516,1,55008028,55008516,cg12549268;cg16516556;cg22820285;cg00590761;cg17001034,5
Chr1:55457967-55458086,1,55457967,55458086,cg01147025;cg06337363;cg14320236,3
Chr1:55462126-55462422,1,55462126,55462422,cg18384681;cg02392553;cg08038776,3
Chr1:55462628-55462704,1,55462628,55462704,cg09666006;cg11811705;cg02854331,3
Chr1:55683337-55683373,1,55683337,55683373,cg15198751;cg26851805;cg00765676,3
Chr1:55951958-55952111,1,55951958,55952111,cg21536671;cg07400418;cg09145993,3
Chr1:56038581-56038796,1,56038581,56038796,cg26449501;cg19902593;cg26491105,3
Chr1:56046343-56046489,1,56046343,56046489,cg13212831;cg09535692;cg10392572,3
Chr1:56288339-56288471,1,56288339,56288471,cg05708801;cg26031234;cg26891574,3
Chr1:56724861-56725058,1,56724861,56725058,cg08963654;cg27431882;cg19942601,3
Chr1:56880573-56880606,1,56880573,56880606,cg05460314;cg06194604;cg18090390,3
Chr1:58898552-58898793,1,58898552,58898793,cg14560369;cg03513464;cg10708189,3
Chr1:59187913-59187923,1,59187913,59187923,cg25494845;cg23209003;cg07782472,3
Chr1:59234911-59235119,1,59234911,59235119,cg19261306;cg06036239;cg19306368;cg10895022,4
Chr1:59369104-59369309,1,59369104,59369309,cg18594810;cg19520452;cg01347453,3
Chr1:59369792-59369954,1,59369792,59369954,cg21425749;cg04120428;cg26257548;cg16264035,4
Chr1:59483475-59483679,1,59483475,59483679,cg10208356;cg12523408;cg08354302,3
Chr1:61294487-61294776,1,61294487,61294776,cg12115385;cg09823053;cg17555061,3
Chr1:61508832-61508955,1,61508832,61508955,cg06661242;cg00812299;cg00339300;cg01051545,4
Chr1:61515697-61515780,1,61515697,61515780,cg09439467;cg02911518;cg07848728,3
Chr1:62107430-62107624,1,62107430,62107624,cg08035234;cg19022814;cg17502594;cg25131544,4
Chr1:62889861-62890111,1,62889861,62890111,cg20324595;cg10000971;cg12891347,3
Chr1:63476738-63476783,1,63476738,63476783,cg17924754;cg06214213;cg00601890,3
Chr1:63544710-63544751,1,63544710,63544751,cg27594526;cg10748669;cg10299766,3
Chr1:63782980-63783167,1,63782980,63783167,cg24848594;cg07146535;cg27545205;cg00097228,4
Chr1:63783375-63783576,1,63783375,63783576,cg06089684;cg10626744;cg22016654;cg13477806,4
Chr1:63785867-63786358,1,63785867,63786358,cg10785263;cg06962177;cg13066016;cg18175808;cg23592947;cg09240965,6
Chr1:63791922-63792239,1,63791922,63792239,cg13435718;cg06198384;cg25286536;cg02483593;cg25144893;cg06925855,6
Chr1:65467980-65468017,1,65467980,65468017,cg06748470;cg15208832;cg00600454,3
Chr1:65468273-65468921,1,65468273,65468921,cg01340542;cg14792081;cg15583014;cg13379827;cg00455424;cg11989330;cg13853591,7
Chr1:65532705-65532761,1,65532705,65532761,cg26218804;cg10578696;cg11739721;cg07835254,4
Chr1:65533358-65533502,1,65533358,65533502,cg14029283;cg26965674;cg12752586;cg05968270,4
Chr1:65719998-65720083,1,65719998,65720083,cg11516629;cg19924025;cg13498872,3
Chr1:67600172-67600835,1,67600172,67600835,cg17031739;cg23726106;cg21684588;cg08029281;cg17833169;cg11235152;cg12940439;cg03340356,8
Chr1:68857935-68858063,1,68857935,68858063,cg14976969;cg21267232;cg15157335,3
Chr1:70033219-70034139,1,70033219,70034139,cg00989492;cg13057857;cg14424049;cg18881684;cg02860282;cg23730181;cg21004042;cg06747440;cg22413194;cg17741477;cg27036290;cg15513163,12
Chr1:70035080-70035479,1,70035080,70035479,cg00165323;cg00338801;cg22812684;cg23624008,4
Chr1:71172023-71172133,1,71172023,71172133,cg10239860;cg19601666;cg12398314,3
Chr1:71716043-71716414,1,71716043,71716414,cg09516265;cg01970802;cg02649174,3
Chr1:72884990-72885180,1,72884990,72885180,cg09685630;cg16525738;cg26410305,3
Chr1:73240762-73240924,1,73240762,73240924,cg17133340;cg03531673;cg20474507,3
Chr1:74100712-74100861,1,74100712,74100861,cg03499659;cg16060711;cg24149440,3
Chr1:74215371-74215647,1,74215371,74215647,cg02791613;cg02483477;cg11333664;cg16014655,4
Chr1:76080294-76080459,1,76080294,76080459,cg00765830;cg04095732;cg04290579,3
Chr1:76080684-76081039,1,76080684,76081039,cg27510832;cg07923233;cg21879454;cg17199271,4
Chr1:76081272-76081408,1,76081272,76081408,cg03662422;cg21081832;cg20467168,3
Chr1:76081962-76082173,1,76081962,76082173,cg27547954;cg24694675;cg17888155,3
Chr1:76082568-76082888,1,76082568,76082888,cg05725004;cg20818417;cg26940178,3
Chr1:77165461-77165604,1,77165461,77165604,cg24051350;cg26557896;cg22724433,3
Chr1:77230619-77230959,1,77230619,77230959,cg17826956;cg14023881;cg25199254;cg14562765,4
Chr1:77245769-77245843,1,77245769,77245843,cg14096328;cg01374281;cg17208729,3
Chr1:77533484-77533592,1,77533484,77533592,cg23344012;cg17618411;cg05919105,3
Chr1:80961769-80961906,1,80961769,80961906,cg10052951;cg13089318;cg18154639,3
Chr1:81771834-81772046,1,81771834,81772046,cg14680085;cg24033559;cg04099803;cg17426166,4
Chr1:81970601-81970742,1,81970601,81970742,cg21472027;cg08891284;cg08318882,3
Chr1:84326462-84326856,1,84326462,84326856,cg14790630;cg07807165;cg02531516;cg18116902;cg26347197;cg02483449,6
Chr1:85219864-85220242,1,85219864,85220242,cg03665853;cg00925054;cg15575875;cg20267580;cg09062462,5
Chr1:85464704-85464756,1,85464704,85464756,cg17479169;cg12671634;cg24810550,3
Chr1:86056635-86056827,1,86056635,86056827,cg27513365;cg07339227;cg00942949,3
Chr1:86081680-86081713,1,86081680,86081713,cg13388692;cg19800670;cg24439713,3
Chr1:86968087-86968255,1,86968087,86968255,cg19807991;cg10760651;cg26829098,3
Chr1:87919189-87919247,1,87919189,87919247,cg25382973;cg26952364;cg17662053,3
Chr1:88928168-88928839,1,88928168,88928839,cg25033393;cg09152582;cg02664812;cg27043786;cg21144928;cg11412129,6
Chr1:90228963-90229172,1,90228963,90229172,cg06363214;cg14181947;cg00606914;cg21155367;cg07539182,5
Chr1:90234103-90234303,1,90234103,90234303,cg16200358;cg24926396;cg14623852,3
Chr1:90274248-90274407,1,90274248,90274407,cg15511336;cg01786362;cg10553469,3
Chr1:91172710-91173030,1,91172710,91173030,cg10062141;cg03714573;cg26415571;cg19731044;cg26611723,5
Chr1:91176464-91176810,1,91176464,91176810,cg17477162;cg20329084;cg16375948;cg06533314,4
Chr1:91185028-91185441,1,91185028,91185441,cg12656020;cg14696458;cg00088183;cg22507154;cg24884703;cg14795752,6
Chr1:91188999-91189508,1,91188999,91189508,cg00271043;cg16058493;cg15469272;cg02595750;cg25416818,5
Chr1:91190005-91190620,1,91190005,91190620,cg21542223;cg26568372;cg05039548;cg20634266;cg19414591;cg15452970,6
Chr1:91191583-91192162,1,91191583,91192162,cg13456504;cg02368058;cg12208392;cg01984304;cg16005939;cg07995570;cg03974889,7
Chr1:91192451-91192803,1,91192451,91192803,cg06936155;cg22167515;cg11549945;cg24347994;cg14663264;cg20041088,6
Chr1:91195159-91195683,1,91195159,91195683,cg12071888;cg00910518;cg04560225;cg08713568;cg04929932,5
Chr1:91196145-91196488,1,91196145,91196488,cg27523527;cg14419975;cg07158747,3
Chr1:91300215-91300559,1,91300215,91300559,cg16400631;cg17443359;cg20387429;cg18486235;cg04929703;cg00667862;cg09793883,7
Chr1:91301461-91302117,1,91301461,91302117,cg00644823;cg06849504;cg00503383;cg18235734;cg08449551;cg07873041;cg17799946;cg21141647,8
Chr1:91316223-91316318,1,91316223,91316318,cg11159604;cg09327714;cg25105561,3
Chr1:91316722-91317469,1,91316722,91317469,cg00371239;cg09257488;cg03347944;cg26647237;cg13437711;cg13140338;cg19769850;cg13993270,8
Chr1:91359036-91359533,1,91359036,91359533,cg26827413;cg26525480;cg02666558;cg17883371;cg00753692;cg26016074,6
Chr1:92011979-92012148,1,92011979,92012148,cg07017454;cg23098371;cg05527459,3
Chr1:92907297-92907586,1,92907297,92907586,cg15714328;cg00340024;cg14053169,3
Chr1:93475058-93475198,1,93475058,93475198,cg26879084;cg16934357;cg23927157,3
Chr1:93491247-93491404,1,93491247,93491404,cg21775265;cg21842609;cg19226762,3
Chr1:94313343-94313745,1,94313343,94313745,cg16731318;cg08858051;cg06082821;cg14417407;cg20063837;cg22602831,6
Chr1:94712065-94712406,1,94712065,94712406,cg19101113;cg02435573;cg14550667,3
Chr1:94713218-94713323,1,94713218,94713323,cg15727564;cg12720424;cg06341103;cg22225673,4
Chr1:95783834-95783885,1,95783834,95783885,cg04094756;cg19602694;cg21379825,3
Chr1:95975755-95975855,1,95975755,95975855,cg07825681;cg11584101;cg14279307,3
Chr1:98434519-98434737,1,98434519,98434737,cg02400506;cg04180963;cg05242727,3
Chr1:98510865-98511258,1,98510865,98511258,cg26924294;cg00091285;cg09022943;cg04282138;cg04763554,5
Chr1:98513986-98514430,1,98513986,98514430,cg27395666;cg04288975;cg00059034;cg19361032;cg22158212;cg24866936,6
Chr1:98515041-98515272,1,98515041,98515272,cg08730623;cg03208936;cg19236995;cg14035771,4
Chr1:98519324-98519661,1,98519324,98519661,cg10695831;cg21525592;cg09011883,3
Chr1:101694414-101694830,1,101694414,101694830,cg10188831;cg13769054;cg20268396;cg17228361;cg03708964,5
Chr1:101774978-101775452,1,101774978,101775452,cg17856830;cg20963003;cg23674469;cg10636745;cg06116636;cg00448752;cg05270922,7
Chr1:102189169-102189406,1,102189169,102189406,cg16395562;cg21253060;cg09104057;cg25217053,4
Chr1:102194876-102195156,1,102194876,102195156,cg07242047;cg24257767;cg05837596,3
Chr1:103319495-103319677,1,103319495,103319677,cg25742403;cg14311187;cg04856205,3
Chr1:106615686-106615737,1,106615686,106615737,cg07821808;cg17887382;cg22904603,3
Chr1:106623429-106623967,1,106623429,106623967,cg11522610;cg03009158;cg15699552;cg09124494;cg10779492;cg06086598;cg10774181,7
Chr1:108613442-108613696,1,108613442,108613696,cg17571286;cg12654270;cg20650602,3
Chr1:109647056-109647163,1,109647056,109647163,cg02673636;cg02275014;cg14777056,3
Chr1:109751226-109751465,1,109751226,109751465,cg24678938;cg14613361;cg19082914,3
Chr1:110186005-110186212,1,110186005,110186212,cg18533397;cg00924017;cg22221025;cg26668989;cg06443772,5
Chr1:110370709-110370974,1,110370709,110370974,cg26433527;cg06760188;cg13911530,3
Chr1:110626868-110627197,1,110626868,110627197,cg08471800;cg03910767;cg11812069;cg06455470;cg04792863,5
Chr1:110672769-110673319,1,110672769,110673319,cg27432826;cg02103924;cg25207248;cg01016662;cg09819083;cg04043150,6
Chr1:110892768-110892926,1,110892768,110892926,cg21756746;cg05633147;cg22914616,3
Chr1:111098150-111098456,1,111098150,111098456,cg02585459;cg00480136;cg17725100;cg04275027;cg00971737,5
Chr1:111307148-111307245,1,111307148,111307245,cg07645554;cg01851411;cg16197161,3
Chr1:111323224-111323421,1,111323224,111323421,cg05183966;cg25283465;cg22871908,3
Chr1:111746873-111746963,1,111746873,111746963,cg22609277;cg07318155;cg13547268,3
Chr1:111747228-111747324,1,111747228,111747324,cg21220708;cg26115312;cg14519917;cg25722212,4
Chr1:111813509-111813852,1,111813509,111813852,cg23279117;cg07197785;cg10989634;cg13469595,4
Chr1:113287034-113287238,1,113287034,113287238,cg12549600;cg04746890;cg19936157,3
Chr1:113290965-113291217,1,113290965,113291217,cg04895202;cg19157736;cg04832545,3
Chr1:113393176-113393322,1,113393176,113393322,cg03364504;cg16256615;cg16139006,3
Chr1:113741483-113741744,1,113741483,113741744,cg15383980;cg11712105;cg13798290;cg03444687,4
Chr1:114889064-114889371,1,114889064,114889371,cg24640440;cg12990080;cg25720121;cg00337821;cg14252954,5
Chr1:115642020-115642215,1,115642020,115642215,cg17398261;cg23768449;cg11857093;cg24780648,4
Chr1:116021925-116022091,1,116021925,116022091,cg07790079;cg25599129;cg03324464,3
Chr1:116371037-116371187,1,116371037,116371187,cg27452217;cg24660670;cg15654259,3
Chr1:116694665-116695026,1,116694665,116695026,cg01343344;cg20694988;cg24509331;cg14661946;cg14886303;cg02634027,6
Chr1:116706049-116706121,1,116706049,116706121,cg02865253;cg06321820;cg06878622,3
Chr1:116710227-116710606,1,116710227,116710606,cg02452639;cg00969087;cg02855836;cg10376286,4
Chr1:116710943-116711077,1,116710943,116711077,cg04151062;cg16003256;cg27527108;cg17933722,4
Chr1:117041716-117042012,1,117041716,117042012,cg10561189;cg02622559;cg24170344,3
Chr1:117284260-117284802,1,117284260,117284802,cg13112946;cg19775916;cg00968203;cg04463636;cg19601664;cg23925545;cg25030515,7
Chr1:117317838-117318232,1,117317838,117318232,cg06644660;cg17908602;cg19319928;cg08846011;cg24635754;cg09313258,6
Chr1:118232742-118232825,1,118232742,118232825,cg22817522;cg20460911;cg24935972,3
Chr1:119535500-119535986,1,119535500,119535986,cg07817024;cg07530798;cg07961512;cg17326555;cg22871653;cg24035245;cg24041917,7
Chr1:119542159-119542629,1,119542159,119542629,cg25386234;cg24434800;cg00667647;cg26856924;cg27268556,5
Chr1:119543057-119543661,1,119543057,119543661,cg12659883;cg01550055;cg02063759;cg01439876;cg11649715;cg17592360;cg01912586,7
Chr1:119543883-119544329,1,119543883,119544329,cg03216846;cg17147211;cg10589949;cg11905982;cg03994465;cg20247486,6
Chr1:119549145-119549312,1,119549145,119549312,cg10572355;cg13476854;cg24306982,3
Chr1:119550484-119550983,1,119550484,119550983,cg13933734;cg03476613;cg01466288;cg15159324;cg14609025,5
Chr1:119869897-119870339,1,119869897,119870339,cg21837207;cg14181008;cg01663821;cg22230604;cg23609985,5
Chr1:119870666-119870802,1,119870666,119870802,cg01085347;cg26506316;cg26559808,3
Chr1:120395857-120396167,1,120395857,120396167,cg05350036;cg19638881;cg24336590;cg07417863,4
Chr1:121484526-121484720,1,121484526,121484720,cg20970086;cg05131102;cg18191309,3
Chr1:142618601-142619000,1,142618601,142619000,cg13912721;cg03032015;cg26835374;cg04793091;cg00004121,5
Chr1:143270334-143270625,1,143270334,143270625,cg01904642;cg15092368;cg20296141,3
Chr1:143467660-143467856,1,143467660,143467856,cg03054846;cg04859241;cg04092883;cg26940751,4
Chr1:144533778-144533951,1,144533778,144533951,cg07595841;cg11474093;cg07313334;cg24372299,4
Chr1:144593903-144594259,1,144593903,144594259,cg03603114;cg06525145;cg09127406;cg17142105,4
Chr1:145092330-145092576,1,145092330,145092576,cg16508883;cg18106925;cg16260424,3
Chr1:145382340-145382734,1,145382340,145382734,cg23685870;cg25600478;cg11538389;cg10816943,4
Chr1:145385163-145385391,1,145385163,145385391,cg19911969;cg11460778;cg08932233;cg00701051,4
Chr1:145385677-145385771,1,145385677,145385771,cg24874173;cg07394701;cg14661028,3
Chr1:145395607-145395846,1,145395607,145395846,cg12420472;cg17952661;cg02395363,3
Chr1:145397480-145397815,1,145397480,145397815,cg22385623;cg11980410;cg03001828,3
Chr1:146522416-146522554,1,146522416,146522554,cg12703710;cg06548512;cg22770479,3
Chr1:146543992-146544267,1,146543992,146544267,cg17856063;cg23019889;cg01701555;cg10124710,4
Chr1:146549940-146550074,1,146549940,146550074,cg03526459;cg07796782;cg16814483,3
Chr1:146551565-146551744,1,146551565,146551744,cg06871074;cg08063211;cg21908235,3
Chr1:146552329-146552552,1,146552329,146552552,cg00838423;cg00044796;cg11576274,3
Chr1:146556239-146556859,1,146556239,146556859,cg16409339;cg24856140;cg16277128;cg00693978;cg24053514,5
Chr1:147716223-147716535,1,147716223,147716535,cg23092381;cg24693072;cg15466016,3
Chr1:147718157-147718540,1,147718157,147718540,cg03965496;cg17599831;cg01052200;cg17442776,4
Chr1:147737016-147737302,1,147737016,147737302,cg25862444;cg24346776;cg04861904;cg22697853;cg11649641,5
Chr1:147752823-147752892,1,147752823,147752892,cg02909688;cg05959459;cg19250989,3
Chr1:147767989-147768263,1,147767989,147768263,cg11659025;cg13899002;cg01563601,3
Chr1:147775496-147775609,1,147775496,147775609,cg00428214;cg02490708;cg00721572,3
Chr1:147782116-147782558,1,147782116,147782558,cg23206461;cg13392957;cg13067553;cg03242265;cg01946451,5
Chr1:147789747-147789973,1,147789747,147789973,cg00171578;cg06991392;cg10537450,3
Chr1:147790299-147790806,1,147790299,147790806,cg07236666;cg25200152;cg06804778;cg18020955,4
Chr1:147801025-147801218,1,147801025,147801218,cg15829969;cg10207181;cg03951833;cg02451774,4
Chr1:147994007-147994302,1,147994007,147994302,cg14523405;cg26329816;cg20510500,3
Chr1:148248073-148248171,1,148248073,148248171,cg12133498;cg01490578;cg03773163,3
Chr1:148854572-148854778,1,148854572,148854778,cg11818631;cg11431055;cg12389786,3
Chr1:148855262-148855372,1,148855262,148855372,cg18561676;cg00646200;cg26681183,3
Chr1:149069731-149069849,1,149069731,149069849,cg02671421;cg21873275;cg08639839,3
Chr1:149138268-149138451,1,149138268,149138451,cg24503056;cg13529755;cg21273659,3
Chr1:149144820-149145243,1,149144820,149145243,cg21173524;cg22431262;cg19635571;cg16661522;cg22692549,5
Chr1:149146472-149146748,1,149146472,149146748,cg00822399;cg08933615;cg15067806,3
Chr1:149146977-149147019,1,149146977,149147019,cg09805707;cg17598466;cg20454464,3
Chr1:149148208-149148312,1,149148208,149148312,cg04876245;cg19736968;cg27587661,3
Chr1:149149314-149149465,1,149149314,149149465,cg00121030;cg02153358;cg25435819;cg13879417,4
Chr1:149162430-149162518,1,149162430,149162518,cg23106045;cg09139923;cg21937395,3
